,card_number,expiry_date,card_provider,date_payment_confirmed
11844,36013852677583,04/24,Diners Club / Carte Blanche,2020-06-01
11845,4979687699552480,05/25,VISA 16 digit,2012-11-20
11846,370303803326503,01/29,American Express,2004-07-24
11847,4470378947709570,03/29,VISA 16 digit,2005-11-05
11848,4373099991360110000,07/24,VISA 19 digit,1993-07-07
11849,2707408266864240,01/32,Mastercard,2007-06-21
11850,373100023492744,07/26,American Express,1995-08-31
11851,213152746572371,11/23,JCB 15 digit,1997-05-12
11852,180054149519638,10/29,JCB 15 digit,2017-01-03
11853,6011982290063450,10/27,Discover,2013-10-31
11854,4626562922488220,12/27,VISA 16 digit,2010-02-21
11855,4071321265630670000,10/23,VISA 19 digit,2020-11-19
11856,36247155828937,05/31,Diners Club / Carte Blanche,2000-06-04
11857,3595819500865650,01/28,JCB 16 digit,2001-10-16
11858,3561826504015890,03/28,JCB 16 digit,2011-02-18
11859,4612234562681260,07/24,VISA 16 digit,1996-06-10
11860,4917083424504170000,12/24,VISA 19 digit,2009-01-20
11861,2235071677675010,05/31,Mastercard,2013-07-24
11862,4810185128237050000,08/32,VISA 19 digit,2010-06-10
11863,4860907978624740000,07/25,VISA 19 digit,1998-05-25
11864,4228414856230,06/26,VISA 13 digit,2000-08-07
11865,3565275228469590,01/26,JCB 16 digit,1996-08-16
11866,38837742134969,07/29,Diners Club / Carte Blanche,1994-12-12
11867,6523743748783480,02/27,Discover,2017-06-06
11868,180096704656420,03/25,JCB 15 digit,1995-05-06
11869,6011576830990370,04/32,Discover,2010-09-27
11870,6011066219217270,09/23,Discover,2021-09-28
11871,30230248911296,11/31,Diners Club / Carte Blanche,2014-02-20
11872,4763552334481340000,06/31,VISA 19 digit,2017-04-08
11873,4217394468659900,07/30,VISA 16 digit,2021-04-03
11874,2297881452641000,04/27,Mastercard,2001-04-12
11875,4948726022229780000,09/32,VISA 19 digit,2021-11-28
11876,2706083136527300,07/31,Mastercard,1994-09-22
11877,3518039401032580,12/22,JCB 16 digit,1999-12-18
11878,347940092899722,02/31,American Express,2010-06-22
11879,6011281493223730,12/27,Discover,2000-02-19
11880,4271280248942490,07/31,VISA 16 digit,2002-03-20
11881,4849875173731580,05/32,VISA 16 digit,2005-10-13
11882,6512071303158870,12/23,Discover,1994-10-04
11883,6011797443164860,08/29,Discover,2022-03-10
11884,6538564057501600,01/26,Discover,2014-05-02
11885,2231869196070170,10/27,Mastercard,2010-10-07
11886,587812374672,10/26,Maestro,2004-03-28
11887,3505796866721890,07/31,JCB 16 digit,2011-06-17
11888,4917949010459,08/29,VISA 13 digit,2005-04-18
11889,3502269327664010,11/25,JCB 16 digit,2019-03-10
11890,6584400124141330,06/31,Discover,2016-12-25
11891,501893950680,12/29,Maestro,2022-03-19
11892,4533628608776,02/30,VISA 13 digit,2016-05-16
11893,378802663296021,02/32,American Express,2017-09-25
11894,371239701933173,01/31,American Express,1999-11-15
11895,3536287238570200,08/26,JCB 16 digit,2013-07-25
11896,3518246382878800,04/26,JCB 16 digit,1997-01-19
11897,4492650316255,08/23,VISA 13 digit,2015-12-28
11898,4557120617265370000,09/23,VISA 19 digit,2000-06-04
11899,4026367509917,02/26,VISA 13 digit,1995-07-08
11900,3562601455981730,03/30,JCB 16 digit,2000-01-26
11901,372850409470828,06/31,American Express,2003-12-03
11902,2297820917080840,06/25,Mastercard,2004-11-07
11903,675982413865,06/30,Maestro,2020-02-01
11904,340948526158489,11/24,American Express,2001-08-11
11905,30376341786612,04/32,Diners Club / Carte Blanche,2015-04-15
11906,180040026284115,12/22,JCB 15 digit,2021-10-05
11907,4381229756347890000,01/27,VISA 19 digit,2022-07-09
11908,3531284965122860,08/31,JCB 16 digit,1995-11-04
11909,60435353507,09/29,Maestro,2015-02-01
11910,3550564058674630,03/25,JCB 16 digit,2012-10-20
11911,3571115177902320,04/27,JCB 16 digit,2003-03-01
11912,6011069668388030,03/23,Discover,2005-05-05
11913,3576325944620740,09/28,JCB 16 digit,2010-06-20
11914,4979241046417,09/25,VISA 13 digit,2009-10-29
11915,2256046660568150,08/29,Mastercard,2012-10-05
11916,630404553418,12/29,Maestro,2018-07-08
11917,3546917916771040,03/32,JCB 16 digit,2014-07-19
11918,4572940249944810,06/24,VISA 16 digit,2004-08-13
11919,503830170893,03/25,Maestro,2016-05-12
11920,5553395451272560,05/26,Mastercard,2007-01-07
11921,30028047393124,06/31,Diners Club / Carte Blanche,2019-04-26
11922,4416233001043,05/31,VISA 13 digit,2001-11-14
11923,213175537258892,11/32,JCB 15 digit,2001-04-08
11924,180011333233285,11/31,JCB 15 digit,1999-03-19
11925,180021253994246,03/27,JCB 15 digit,1997-09-01
11926,180067537858038,04/31,JCB 15 digit,2004-10-08
11927,347847878881891,02/28,American Express,1999-01-17
11928,343667125545139,12/25,American Express,1997-10-10
11929,4287307919429380,05/29,VISA 16 digit,2013-03-19
11930,30064119682730,10/26,Diners Club / Carte Blanche,2007-09-27
11931,3583457017024530,01/25,JCB 16 digit,1998-03-11
11932,379991550499258,12/22,American Express,2003-06-15
11933,4147557926551400,11/32,VISA 16 digit,2011-11-16
11934,180080819952064,05/24,JCB 15 digit,1993-10-19
11935,30552315394589,08/30,Diners Club / Carte Blanche,1994-12-18
11936,4316777457579580000,01/26,VISA 19 digit,2009-03-10
11937,??630466795154,12/27,Maestro,2013-07-17
11938,2279918850496550,07/26,Mastercard,1994-06-15
11939,379893122393789,03/24,American Express,2001-03-07
11940,4209297851183,02/25,VISA 13 digit,2014-08-15
11941,376293598747597,02/28,American Express,2014-06-06
11942,3519439927406840,02/32,JCB 16 digit,1995-07-13
11943,213179073422557,07/27,JCB 15 digit,2013-02-09
11944,4940898361614560,11/23,VISA 16 digit,2001-01-05
11945,180095263314470,01/28,JCB 15 digit,2020-07-25
11946,2248136910829200,10/26,Mastercard,1993-12-01
11947,30334729452752,02/28,Diners Club / Carte Blanche,2015-05-20
11948,501810242633,10/25,Maestro,2005-03-20
11949,372153692478164,04/29,American Express,2014-03-06
11950,30078375575297,05/29,Diners Club / Carte Blanche,2009-10-24
11951,4807251750012290,06/27,VISA 16 digit,2020-03-07
11952,180096280106717,10/32,JCB 15 digit,1999-06-18
11953,4865175344859360,12/25,VISA 16 digit,2022-03-12
11954,4734125391655170,11/31,VISA 16 digit,2018-01-10
11955,4652719606340560,07/26,VISA 16 digit,2018-10-10
11956,180055366580559,01/29,JCB 15 digit,1998-12-13
11957,4636087716343,04/27,VISA 13 digit,2000-11-27
11958,6011218531362660,12/26,Discover,2002-10-21
11959,562143522158,05/25,Maestro,2000-02-25
11960,180096890345770,09/26,JCB 15 digit,2014-08-14
11961,676167052700,06/30,Maestro,2002-11-15
11962,3533585163994230,12/23,JCB 16 digit,2001-01-28
11963,6011418041742740,10/29,Discover,2011-06-18
11964,30062239821105,10/31,Diners Club / Carte Blanche,2011-10-22
11965,4974196577730,05/24,VISA 13 digit,2010-07-13
11966,2603855353968960,08/25,Mastercard,2004-07-28
11967,4766768597634480000,02/30,VISA 19 digit,2013-05-03
11968,213121135937412,11/29,JCB 15 digit,2009-05-19
11969,4019863543746,04/25,VISA 13 digit,1993-06-01
11970,4548613589375080,03/25,VISA 16 digit,2019-03-28
11971,4079323415151030000,02/25,VISA 19 digit,1995-01-16
11972,4982857024378150,11/25,VISA 16 digit,2020-05-31
11973,30261176416479,07/29,Diners Club / Carte Blanche,2009-06-22
11974,4309579070377,08/29,VISA 13 digit,2000-08-21
11975,4177212788294220,05/25,VISA 16 digit,2022-09-04
11976,5445282806431990,12/27,Mastercard,1996-01-22
11977,4888633136357590,01/23,VISA 16 digit,2007-12-30
11978,344856418383691,12/25,American Express,2021-01-24
11979,502064079101,09/23,Maestro,2013-03-29
11980,4354053527666,04/28,VISA 13 digit,2007-07-07
11981,4476925881441710,05/27,VISA 16 digit,2022-11-19
11982,347731471991408,02/32,American Express,2003-06-01
11983,3543628884330320,02/28,JCB 16 digit,1997-05-18
11984,213169243450562,03/30,JCB 15 digit,1994-12-31
11985,213172562559153,06/29,JCB 15 digit,2018-08-19
11986,3555519796000010,05/29,JCB 16 digit,2016-05-14
11987,2251556701569050,11/23,Mastercard,1995-10-11
11988,4275235091634900000,03/30,VISA 19 digit,1996-12-19
11989,4511621822705800000,07/31,VISA 19 digit,2012-10-20
11990,4299848077879510,04/28,VISA 16 digit,2013-02-28
11991,6543114752872890,12/31,Discover,2007-08-24
11992,3530198573141520,10/32,JCB 16 digit,2021-01-31
11993,2550311540762000,09/32,Mastercard,2008-05-17
11994,4140585964568170,02/26,VISA 16 digit,2001-05-18
11995,676173121689,07/32,Maestro,2017-01-17
11996,4258327611191320,08/29,VISA 16 digit,2011-01-16
11997,502084051221,12/29,Maestro,2014-04-06
11998,30545861296984,08/24,Diners Club / Carte Blanche,2002-11-22
11999,3552718649971510,12/30,JCB 16 digit,2002-05-14
12000,4843107297872940000,01/23,VISA 19 digit,2019-11-09
12001,4160704949110160000,02/27,VISA 19 digit,1999-09-18
12002,213143595575342,07/26,JCB 15 digit,2020-04-16
12003,4615206963350370000,02/28,VISA 19 digit,1998-09-29
12004,377507679644863,04/24,American Express,2020-09-25
12005,4460561780050010,11/24,VISA 16 digit,2007-10-07
12006,676198745157,05/32,Maestro,2005-05-16
12007,30320807294422,06/26,Diners Club / Carte Blanche,2012-03-17
12008,180061450295484,11/25,JCB 15 digit,2004-02-11
12009,213170182356885,11/25,JCB 15 digit,2012-05-12
12010,4815494333209550,02/31,VISA 16 digit,2004-02-10
12011,6528742147463730,09/28,Discover,2005-12-11
12012,6527354366846240,03/31,Discover,2016-05-31
12013,502089024728,05/23,Maestro,2014-01-23
12014,4825558631544730000,09/26,VISA 19 digit,1994-08-27
12015,375323770784216,09/27,American Express,2001-06-22
12016,3519950602866640,04/28,JCB 16 digit,2021-05-29
12017,3542411342807190,03/23,JCB 16 digit,1997-01-06
12018,5387673435906440,02/23,Mastercard,1993-05-06
12019,213196454151647,12/25,JCB 15 digit,2009-05-22
12020,586748833835,12/28,Maestro,2013-10-28
12021,4211353323787530,12/29,VISA 16 digit,2022-05-03
12022,3532623206224600,08/26,JCB 16 digit,2017-10-04
12023,4430413352458200000,07/26,VISA 19 digit,2003-10-30
12024,6011387319064730,01/27,Discover,2011-07-03
12025,3581253935284900,05/32,JCB 16 digit,2021-08-26
12026,3552954512895210,09/28,JCB 16 digit,2000-03-25
12027,180056278993609,12/22,JCB 15 digit,2014-09-19
12028,345753144832878,02/29,American Express,2020-12-12
12029,340019070936983,08/32,American Express,2015-12-28
12030,213114838253526,12/27,JCB 15 digit,2013-12-08
12031,3574983455111090,08/29,JCB 16 digit,2021-02-13
12032,4357491032890940,03/24,VISA 16 digit,1994-06-14
12033,4601088542502390,02/30,VISA 16 digit,1995-08-23
12034,3536997620444980,09/27,JCB 16 digit,2019-06-16
12035,3564444620211360,04/23,JCB 16 digit,2005-02-02
12036,3584664799612820,11/24,JCB 16 digit,2010-01-29
12037,213179064899482,12/29,JCB 15 digit,1997-07-30
12038,4875710698458,03/32,VISA 13 digit,1995-02-18
12039,4676798193986,02/26,VISA 13 digit,2000-02-27
12040,3574569817392450,10/23,JCB 16 digit,2005-09-28
12041,2299987893842270,11/24,Mastercard,2006-03-22
12042,4867295809626,07/23,VISA 13 digit,1998-02-18
12043,3515973360486170,10/31,JCB 16 digit,2015-02-01
12044,213108512665344,08/32,JCB 15 digit,2013-12-16
12045,180024383687227,03/25,JCB 15 digit,2005-09-15
12046,2280471215395140,09/25,Mastercard,2005-10-23
12047,345742739143163,09/26,American Express,2021-04-09
12048,3513501985995700,10/27,JCB 16 digit,2022-09-16
12049,4387907916776,12/31,VISA 13 digit,2014-01-02
12050,213164883841774,01/28,JCB 15 digit,2000-12-10
12051,4997036381073340000,03/32,VISA 19 digit,2014-02-28
12052,30516392507066,07/27,Diners Club / Carte Blanche,1993-12-26
12053,503810540842,09/32,Maestro,2008-09-12
12054,3583788761041810,12/29,JCB 16 digit,2000-01-03
12055,376138522643083,09/32,American Express,1995-06-11
12056,180041274303003,02/26,JCB 15 digit,2000-04-21
12057,340606179767598,09/23,American Express,2019-11-10
12058,4272548566632280000,08/32,VISA 19 digit,1995-11-23
12059,3553888733369770,04/23,JCB 16 digit,1992-11-29
12060,348145660128186,12/26,American Express,2009-05-23
12061,3548379184640190,01/27,JCB 16 digit,2008-02-17
12062,4478649054699430000,10/26,VISA 19 digit,2011-03-03
12063,3577843227467780,07/29,JCB 16 digit,2004-12-12
12064,2254347520785950,02/26,Mastercard,2020-03-17
12065,3540179794693400,11/25,JCB 16 digit,2013-09-12
12066,4024258103217820000,12/23,VISA 19 digit,2005-03-18
12067,6011547442455690,10/24,Discover,2015-03-09
12068,30280173725567,11/32,Diners Club / Carte Blanche,2000-05-14
12069,6547690604187640,01/26,Discover,2022-06-23
12070,3507939357461500,05/27,JCB 16 digit,2005-12-11
12071,574700774213,04/25,Maestro,2002-10-01
12072,6011825412565820,11/28,Discover,2004-08-03
12073,4684736731938780000,07/32,VISA 19 digit,2005-06-03
12074,30398881611489,02/29,Diners Club / Carte Blanche,1997-03-03
12075,213146517899377,08/31,JCB 15 digit,2007-05-29
12076,4918426530415,08/29,VISA 13 digit,1998-05-09
12077,213174989035783,02/31,JCB 15 digit,2000-03-22
12078,3504253150870410,01/27,JCB 16 digit,2021-07-27
12079,4303249455969,10/27,VISA 13 digit,2022-03-18
12080,3501426629872350,03/31,JCB 16 digit,2007-04-28
12081,4493609462935620,07/32,VISA 16 digit,2004-04-06
12082,180061034554513,04/28,JCB 15 digit,2010-12-26
12083,6011994869975520,01/28,Discover,1996-12-11
12084,30436277330908,07/24,Diners Club / Carte Blanche,2006-11-15
12085,4660496534814600,08/28,VISA 16 digit,2002-02-01
12086,4852610972681070000,02/32,VISA 19 digit,2018-05-17
12087,4291449218627580000,12/27,VISA 19 digit,2003-11-28
12088,180086160422425,05/30,JCB 15 digit,2017-01-02
12089,4220762581797680,10/26,VISA 16 digit,2001-08-28
12090,180022640584757,11/31,JCB 15 digit,2021-09-08
12091,3540006568955500,03/29,JCB 16 digit,2014-02-26
12092,2239993631953810,12/29,Mastercard,1994-10-30
12093,373056565781151,05/26,American Express,1993-02-17
12094,4601670630143430,09/27,VISA 16 digit,1998-01-15
12095,4036704856227590,05/27,VISA 16 digit,2007-05-29
12096,4327603699367,08/30,VISA 13 digit,2017-05-12
12097,2228335661426630,11/27,Mastercard,2003-09-05
12098,4397734133259320,03/28,VISA 16 digit,2013-09-01
12099,501858658179,01/29,Maestro,2019-12-19
12100,30369599441568,05/32,Diners Club / Carte Blanche,2019-07-27
12101,30565262413947,09/28,Diners Club / Carte Blanche,2012-08-21
12102,38864320908283,09/28,Diners Club / Carte Blanche,2001-10-14
12103,30222628621173,03/31,Diners Club / Carte Blanche,2020-12-07
12104,3505709964068810,08/24,JCB 16 digit,2019-12-11
12105,377466259705729,10/30,American Express,2021-02-12
12106,5577943133184550,03/28,Mastercard,1992-12-17
12107,502044022742,01/29,Maestro,2012-02-11
12108,213176237209011,02/29,JCB 15 digit,2019-04-01
12109,30202040781334,07/32,Diners Club / Carte Blanche,2009-04-29
12110,5194664932766970,07/26,Mastercard,2020-06-23
12111,675967945873,06/27,Maestro,2009-01-04
12112,6503393843931600,05/29,Discover,2016-08-14
12113,2321073623533950,11/28,Mastercard,1998-08-17
12114,370854434606234,11/28,American Express,2003-04-11
12115,4989821156568490000,07/30,VISA 19 digit,2007-11-13
12116,4905357526226970,02/26,VISA 16 digit,2008-02-13
12117,3542995827336440,12/23,JCB 16 digit,2015-08-29
12118,4109999255970410,05/32,VISA 16 digit,1994-05-27
12119,4608621142696900000,09/32,VISA 19 digit,1999-02-09
12120,4844943703466230000,12/26,VISA 19 digit,1995-06-16
12121,3563925571608840,11/28,JCB 16 digit,2009-03-25
12122,676361613265,12/27,Maestro,1999-08-04
12123,639088009746,11/29,Maestro,2004-02-12
12124,2229124834032080,10/25,Mastercard,2000-05-21
12125,3506004139442090,04/25,JCB 16 digit,2012-08-17
12126,3574693572783210,03/26,JCB 16 digit,1993-06-02
12127,4894867768785930,02/29,VISA 16 digit,1998-05-19
12128,3538742544870940,08/23,JCB 16 digit,1999-08-02
12129,4806516796346830,08/23,VISA 16 digit,1999-07-28
12130,3585370627641110,12/26,JCB 16 digit,2017-06-02
12131,30424031420959,11/27,Diners Club / Carte Blanche,2000-04-09
12132,6540124850325150,04/27,Discover,2007-01-08
12133,213135297418748,02/26,JCB 15 digit,2013-09-01
12134,676104738999,06/27,Maestro,2001-12-21
12135,6011729102355040,01/24,Discover,2010-06-25
12136,4621018333415450,12/29,VISA 16 digit,2005-01-25
12137,675971162796,01/26,Maestro,2011-06-08
12138,3586598336470830,01/23,JCB 16 digit,2014-10-08
12139,587231144359,09/32,Maestro,2011-02-26
12140,3519599570627750,07/24,JCB 16 digit,2006-05-21
12141,3559683068266670,08/27,JCB 16 digit,1995-03-05
12142,4282378967882240,08/28,VISA 16 digit,1996-03-21
12143,2277919335464190,07/23,Mastercard,1998-11-25
12144,4480981980856440000,01/28,VISA 19 digit,2008-04-10
12145,4309330703624430,12/23,VISA 16 digit,2022-01-03
12146,5555136860096830,11/30,Mastercard,2005-06-22
12147,3513941865992270,09/30,JCB 16 digit,1992-11-29
12148,4411240117163,08/26,VISA 13 digit,2020-02-18
12149,213170710269451,12/27,JCB 15 digit,2013-03-08
12150,4616433203196,06/31,VISA 13 digit,1996-10-24
12151,2226158661521640,06/25,Mastercard,2002-04-14
12152,4589200283274230000,11/22,VISA 19 digit,2000-11-09
12153,3534231821783430,08/28,JCB 16 digit,2012-02-19
12154,6529859357716950,09/26,Discover,2017-05-12
12155,4643552417886,10/32,VISA 13 digit,1994-11-13
12156,4672435145881630000,11/27,VISA 19 digit,1995-10-08
12157,4489130293589970000,03/25,VISA 19 digit,2008-12-24
12158,6011802312354020,03/24,Discover,2006-07-18
12159,4317841040029810,09/28,VISA 16 digit,1996-06-20
12160,4448821855449,03/23,VISA 13 digit,1994-05-03
12161,346100928966986,10/25,American Express,2010-12-31
12162,4234191203945790,02/30,VISA 16 digit,1994-02-20
12163,3593977084403830,07/32,JCB 16 digit,2002-05-15
12164,341478279311480,12/28,American Express,2001-06-06
12165,342336851904966,01/28,American Express,2002-01-28
12166,4964417396360840,10/28,VISA 16 digit,2011-11-15
12167,349904951356925,10/23,American Express,2021-03-27
12168,4880306022723000,09/24,VISA 16 digit,2020-08-09
12169,346272107751909,02/31,American Express,2020-09-30
12170,30036243103387,04/26,Diners Club / Carte Blanche,2003-12-27
12171,3595701774446830,04/28,JCB 16 digit,2003-12-20
12172,38790548047192,07/32,Diners Club / Carte Blanche,2003-01-16
12173,567771439799,10/31,Maestro,2002-12-04
12174,4161855611029410,12/29,VISA 16 digit,2013-08-27
12175,342820650615683,05/30,American Express,2013-06-19
12176,345922082823658,08/32,American Express,2000-04-22
12177,2252246930539610,12/28,Mastercard,1997-10-29
12178,180081731643088,02/26,JCB 15 digit,2020-10-03
12179,4762460926690160000,02/23,VISA 19 digit,2018-01-01
12180,3514552119703280,04/30,JCB 16 digit,2010-10-26
12181,3585873649919350,02/29,JCB 16 digit,2002-11-30
12182,3524023498628710,10/29,JCB 16 digit,2008-08-29
12183,6599234276027590,06/27,Discover,2020-11-08
12184,377272232348813,12/29,American Express,1996-03-14
12185,3580487151273810,12/23,JCB 16 digit,2008-06-24
12186,345819208211364,10/27,American Express,2021-02-24
12187,2249876498105120,04/25,Mastercard,2013-02-12
12188,213193148367820,04/31,JCB 15 digit,2010-03-04
12189,4501520193273810,06/24,VISA 16 digit,2014-09-21
12190,676265804754,04/30,Maestro,2012-10-09
12191,4912220414106500,01/27,VISA 16 digit,1999-11-03
12192,4728935712630690,05/27,VISA 16 digit,1994-12-09
12193,213119964551742,01/27,JCB 15 digit,2019-12-09
12194,30459333193805,12/24,Diners Club / Carte Blanche,2009-09-27
12195,6011270209902950,06/26,Discover,2009-06-29
12196,4778779234518790,10/31,VISA 16 digit,2005-09-20
12197,3583337445395090,05/25,JCB 16 digit,2014-08-29
12198,4214387627748270000,01/23,VISA 19 digit,2012-08-17
12199,2326451112420230,07/31,Mastercard,2004-09-28
